,Author,Bookmarks,Comments,Post stats,Tags,Title,Views
382,ph_piter,81,6.0,6.0,"['Профессиональная литература', 'Python', 'Блог компании Издательский дом «Питер»']","Второе издание книги «Изучаем Python. Программирование игр, визуализация данных, веб-приложения»","10,7k"
383,fartuk,70,3.0,25.0,"['Машинное обучение', 'Алгоритмы', 'Python', 'Data Mining']",Kaggle: анализ местности Амазонки по спутниковым снимкам,10k
384,saipr,62,4.0,9.0,"['Криптография', 'Информационная безопасность', 'Графические оболочки', 'Python', 'IT-стандарты']",Python и графический интерфейс для утилит командной строки Network Security Services,"8,8k"
385,Scorobey,48,,9.0,"['Разработка под Windows', 'Математика', 'Python']",Визуализация результатов латентно-семантического анализа средствами Python,"4,9k"
386,Kamrus,74,4.0,10.0,['Python'],Подробное руководство по созданию и развертыванию чата на Tornado + Telegram,"7,5k"
387,kio_tk,136,78.0,60.0,['Python'],Автоматизация рыбной ловли для World of Warcraft,33k
388,andrewnester,61,,10.0,"['Разработка веб-сайтов', 'Программирование', 'Машинное обучение', 'Python', 'Django']","Pygest #15. Релизы, статьи, интересные проекты из мира Python [01 августа 2017 — 14 августа 2017]","9,3k"
389,FUNNYDMAN,42,,6.0,"['Программирование', 'Машинное обучение', 'Математика', 'Алгоритмы', 'Python']",Метод оптимизации Trust-Region DOGLEG. Пример реализации на Python,"3,2k"
390,noonv,77,4.0,20.0,"['Машинное обучение', 'Python', 'Data Mining']",Учим робота готовить пиццу. Часть 1: Получаем данные,"7,6k"
391,xelaxela,72,14.0,7.0,"['Разработка под Linux', 'Python']",Резервное копирование базы mysql и файлов на удаленный FTP — Python 3,"6,3k"
392,yorko,191,18.0,42.0,"['Машинное обучение', 'Python', 'Data Mining', 'Блог компании Open Data Science', 'Блог компании Mail.Ru Group']",OpenDataScience и Mail.Ru Group проведут открытый курс по машинному обучению,"52,9k"
393,alexhouse,47,2.0,5.0,"['Разработка веб-сайтов', 'Python', 'Django', 'CMS']",Начало работы с Wagtail CMS (Django) и GraphQL,"5,1k"
394,afentev,50,3.0,,"['Вконтакте API', 'Python', 'API']",Основы работы с LongPoll сервером ВКонтакте,"7,5k"
395,Scorobey,71,2.0,9.0,"['Разработка под Windows', 'Математика', 'Python']",Решение закрытой транспортной задачи с дополнительными условиями средствами Python,"6,5k"
396,m1rko,115,12.0,16.0,"['Программирование', 'Машинное обучение', 'Python']",Ограничения глубинного обучения и будущее,"16,4k"
397,fragmentation-drum,37,6.0,9.0,['Python'],Создаем массу асинхронных запросов при помощи Grequests,"5,5k"
398,fo2rist,97,4.0,9.0,['Python'],Пишем бота для Slack на Python,"10,8k"
399,M00nL1ght,112,7.0,22.0,"['Машинное обучение', 'Python']",Карта самоорганизации (Self-orginizing map) на TensorFlow,"12,7k"
400,homm,102,11.0,37.0,"['Обработка изображений', 'Высокая производительность', 'Python', 'C']","Как я сделал самый быстрый ресайз изображений. Часть 3, числа с фиксированной точкой",8k
401,a-pichugin,37,3.0,3.0,"['Python', 'Data Mining', 'Big Data', 'Блог компании New Professions Lab']",Генератор кликов на Python для программы Data Engineer,"4,4k"
402,Scorobey,32,2.0,7.0,"['Математика', 'Python']",Тематическое моделирование средствами BigARTM,"4,6k"
403,mary_arti,28,28.0,18.0,"['Программирование', 'Python', 'Блог компании Mail.Ru Group']",GeekUniversity открывает набор студентов на факультет Python-разработки,"11,5k"
404,andrewnester,28,,4.0,"['Разработка веб-сайтов', 'Программирование', 'Машинное обучение', 'Python', 'Django']","Pygest #14. Релизы, статьи, интересные проекты из мира Python [18 июля 2017 — 31 июля 2017]","5,7k"
405,Telichkin,66,7.0,19.0,"['Совершенный код', 'ООП', 'Python']",Интерфейс vs interface,"11,3k"
406,Tully,23,5.0,,"['Тестирование веб-сервисов', 'Разработка веб-сайтов', 'Python', 'Django', 'Блог компании Отус']",Что необходимо для качественной Web разработки?,"7,4k"
407,maxpy,78,5.0,13.0,"['Разработка под Linux', 'Python']",SOAP и REST сервисы с помощью Python-библиотеки Spyne,"10,1k"
408,optimusqp,62,10.0,8.0,"['Машинное обучение', 'Python', 'Data Mining']",Призрак локомотива или биржевой рынок через призму корреляций,"4,8k"
409,Lost63,115,4.0,5.0,"['Визуализация данных', 'Python']",Автоматизация IP-сети. Часть3 – Мониторинг TCP аномалий,"8,7k"
410,DanAnastasyev,222,27.0,74.0,"['Машинное обучение', 'Python']",Как научить свою нейросеть генерировать стихи,"27,3k"
